,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1.1.1.1,sale_id,ape_id,sale_price,sale_time,seller_name,seller_wallet,buyer_name,buyer_wallet
0,0.0,0.0,0.0,1470246435,ApeGang #4226,0.49,2021-10-21T08:27:51.055386,,0xf25018fbf9d07db0e02c36824da7b444bb3c2379,diogopunk3,0xf3ba73e6d3d19cf0405486db3d44404c35b78b80
1,1.0,1.0,0.0,1469983558,ApeGang #9793,0.002,2021-10-21T08:01:12.181661,,0x02dd1c87ccd51bfd12c5e4c04eb3ed9224ea9400,,0x1d516bdec43122415726b676796736caa3cd319d
2,2.0,2.0,0.0,1468894965,ApeGang #2196,0.5,2021-10-21T06:11:33.290535,,0x9fe59ab5ac6c00a80f5c05acd3071a22b61f25bf,GeeMoney,0x0f9ac6fdbc287c7b8d29a139845963e4f513fe15
3,3.0,3.0,0.0,1468769122,ApeGang #2061,0.49,2021-10-21T05:59:06.139219,,0x82b04eb793777a10de5e54b6235396e60d0e4b5f,,0xcfb398f869dab6f1c70c5afb6728612fad06fa8c
4,4.0,4.0,0.0,1468061535,ApeGang #8081,0.5,2021-10-21T04:51:32.215490,,0x4f3553aa0789cbfffa469758284190cd072163bc,,0xaab5612de1413e7ceb0f5deaaf27d3f85852b3b9
5,5.0,5.0,0.0,1468033362,ApeGang #9884,0.48,2021-10-21T04:48:49.110108,,0x55921f7065379b3f36eab192358da8befb4c5d44,JiMMx,0x1b475f9d8a7e994d3809f7eb96b818da8a00f717
6,6.0,6.0,0.0,1467897191,ApeGang #8550,0.488,2021-10-21T04:27:47.224107,,0x149cd83f40581e34701551035fc1cf3bddebcc25,0XUN53R,0xf424dd28154ad4461d075e3374649a85b8362ed0
7,7.0,7.0,0.0,1467853803,ApeGang #213,0.489,2021-10-21T03:59:38.139868,,0xd2e9bc873bbaa026c4fa1a96613d0fe67eb03fc0,dopeadult,0x695e63e22170f10bc46a29722b724d60ae4c0b76
8,8.0,8.0,0.0,1467542236,ApeGang #9884,0.35,2021-10-21T03:18:02.664485,,0x92916f76789e8f9b7e5f5dc26c14b42f10fec5b6,,0x55921f7065379b3f36eab192358da8befb4c5d44
9,9.0,9.0,0.0,1467282549,ApeGang #9526,0.49,2021-10-21T02:48:50.804173,,0xf845272af7ef60ddbe0638e8f1c09320188a6528,shootthismoment,0x0b2910cc5eede0d727edca73a5e60e921554456b
10,10.0,10.0,0.0,1467115852,ApeGang #2158,0.8,2021-10-21T02:30:24.757739,,0x452aef7e7bf5733afc8a9f4b4f9e47cb0a137a6e,,0xa5c7022d7d53b9c885f5d46b29a084a4b6b24efa
11,11.0,11.0,0.0,1467073253,ApeGang #4430,0.9,2021-10-21T02:25:45.488932,,0xfa4e91c7b1e7b01b80c0360f9347765db2a5e122,Eric_1234,0xa2af5d1d52f2cff37887e6d1ad13aefe904f7d65
12,12.0,12.0,0.0,1467036026,ApeGang #5122,0.475,2021-10-21T02:21:39.923216,,0x1622f8e51d6f25bc90b0b386937a690630622a54,MoonRocket1,0x95181454510cccd77ec910146a79bbc5619daf76
13,13.0,13.0,0.0,1466813909,ApeGang #667,2.0,2021-10-21T01:56:40.505297,,0x1b141c34fa61b2eba80d225584562794aaa1f574,silversurfer55443,0x0e23a385a4e591999e403d9d54fb68105508f070
14,14.0,14.0,0.0,1466785017,ApeGang #3643,0.3851,2021-10-21T01:53:39.091997,,0xd11efe96527fda776b1530ad157c8160533cb5e4,,0x56476c5fedbf189051460d6a96d9fd9147ae001c
15,15.0,15.0,0.0,1465939849,ApeGang #5416,0.4,2021-10-21T00:20:53.795738,,0xff7408661302d0c07578e4ca48fc433910f87b25,nappleio,0xbee9d9038e8f0efc0a924961229fd52d9b1af0a1
16,16.0,16.0,0.0,1465919985,ApeGang #8465,0.599,2021-10-21T00:18:46.914003,,0x10c779aafc518c1536a5f171f240f7c1dc80524e,JamesWellington,0xfa468d500aea7f60ae3fbe863883643296c5dc9d
17,17.0,17.0,0.0,1465143137,ApeGang #4235,0.57,2021-10-20T22:57:04.303753,,0x9259dfc94159a0706a04f150e98bbedc3ef23a8c,,0x0c4037b72a0c63340fb530690ea123c612665a34
18,18.0,18.0,0.0,1465132231,ApeGang #8590,0.55,2021-10-20T22:55:48.408082,,0x307a9ed60faabde3c98eabd2903fcf59f4ec16f9,,0x0c4037b72a0c63340fb530690ea123c612665a34
19,19.0,19.0,0.0,1464980873,ApeGang #9367,0.59,2021-10-20T22:38:22.628343,,0x10c779aafc518c1536a5f171f240f7c1dc80524e,,0x0c4037b72a0c63340fb530690ea123c612665a34
20,20.0,20.0,0.0,1464960141,ApeGang #4796,0.59,2021-10-20T22:36:02.566433,,0x313eae64ad8003cf1e6b8fe775a331140fdb64bf,,0x0c4037b72a0c63340fb530690ea123c612665a34
21,21.0,21.0,0.0,1464822101,ApeGang #7461,0.62,2021-10-20T22:20:18.318239,,0x1eacc1960efe0edda5f530a78071d2cf461616f4,bestieslounge,0x0f7453e91c2087aca22f086219a0819a60aabe7b
22,22.0,22.0,0.0,1464800799,ApeGang #9725,0.91,2021-10-20T22:17:53.281108,,0xee5280e9eb7b9d33ca03332db7382b24f4a2d009,Pylons,0xc1a2dde63898cf5496467b3a542acd6ae63118b5
23,23.0,23.0,0.0,1464758609,ApeGang #5181,0.6,2021-10-20T22:13:17.207846,,0x9a5528c54c8ed531186609dae3e99714134420f3,Justlntime14,0xb9ee2733e910ee32d2062b0d2a0b26c95fce8440
24,24.0,24.0,0.0,1464486971,ApeGang #8232,0.6,2021-10-20T21:44:10.233654,,0x4f3553aa0789cbfffa469758284190cd072163bc,ezzy_,0x6f69d13ce25363e3f71bb628b33defe07676a44f
25,25.0,25.0,0.0,1463854087,ApeGang #6039,0.58,2021-10-20T20:37:28.281018,,0x27f5d77151f3bcff8a419d4d8aac5b5548b3e61a,,0x0c4037b72a0c63340fb530690ea123c612665a34
26,26.0,26.0,0.0,1463745494,ApeGang #1375,0.8686,2021-10-20T20:27:12.359611,,0xe9f63730d243bc6df5f5a109328b3f7cc0614d6d,,0x0c4037b72a0c63340fb530690ea123c612665a34
27,27.0,27.0,0.0,1463653778,ApeGang #6505,1.09,2021-10-20T20:17:55.570134,,0xd11efe96527fda776b1530ad157c8160533cb5e4,F_u_23,0x7e1f29b6328d1bf58ed324a2aa349a0e23779073
28,28.0,28.0,0.0,1463611691,ApeGang #2393,0.5555,2021-10-20T20:13:29.363558,,0x7e1f29b6328d1bf58ed324a2aa349a0e23779073,Thelastsaint,0xfe91a979aba3bce4b3c6e2325aad4a4800c76628
29,29.0,29.0,0.0,1463181340,ApeGang #6505,0.79,2021-10-20T19:28:18.923330,,0x8c22715021187ee54a651208501c0eb975839c86,37FBRW,0xd11efe96527fda776b1530ad157c8160533cb5e4
30,30.0,30.0,0.0,1462908730,ApeGang #6511,0.75,2021-10-20T19:00:04.205613,,0xfb0f087b76458050210a27aab4763257ff16c256,,0x0c4037b72a0c63340fb530690ea123c612665a34
31,31.0,31.0,0.0,1462857746,ApeGang #6921,0.59,2021-10-20T18:54:20.849726,,0x10c779aafc518c1536a5f171f240f7c1dc80524e,,0x53ed48daaee6c1b28cdb61c581c23f7f9bf6703b
32,32.0,32.0,0.0,1462649340,ApeGang #7475,0.7,2021-10-20T18:32:51.339495,,0x9e2328ebaaceb57fd83e5bf109e0809bba210d76,,0x0c4037b72a0c63340fb530690ea123c612665a34
33,33.0,33.0,0.0,1462550935,ApeGang #5901,0.7,2021-10-20T18:22:42.956376,,0xede0a91e354d8c74afec4abcfc5e80d4256b25fa,,0x0c4037b72a0c63340fb530690ea123c612665a34
34,34.0,34.0,0.0,1462468483,ApeGang #7600,0.89,2021-10-20T18:13:25.849917,,0x98de2a07f09afb28f0b3af3e3dcede7cb97130f1,dopeadult,0x695e63e22170f10bc46a29722b724d60ae4c0b76
35,35.0,35.0,0.0,1462457386,ApeGang #6179,0.615,2021-10-20T18:12:13.153860,,0x772f51a3dde61fcacab149796792786d29c09181,yungjpeg,0x9cf5b8b206a3c8b0f593569854b2f6df628c9246
36,36.0,36.0,0.0,1462448237,ApeGang #3539,2.5,2021-10-20T18:11:10.262877,,0x9766e36e4ab2970b1d1684be06c47eb6503ce1bb,,0x0c4037b72a0c63340fb530690ea123c612665a34
37,37.0,37.0,0.0,1462416297,ApeGang #5017,0.58,2021-10-20T18:07:25.805023,,0xe890189dba7d5052976f4fd61216426b1da7d5d0,Dirtpig1,0x2ff26ab81409823b9deabac115f8f7ae88c6ef9d
38,38.0,38.0,0.0,1462395376,ApeGang #5617,0.66488259,2021-10-20T18:05:00.461891,,0x16369ddafc89e30de4a2ebe3ffcb6561e792a178,craftpaper,0x7867fa283a1b3474b26d27e54c9fb4e34bedffbc
39,39.0,39.0,0.0,1462347587,ApeGang #9944,0.91,2021-10-20T17:59:24.762334,,0x9cf5b8b206a3c8b0f593569854b2f6df628c9246,,0x0c4037b72a0c63340fb530690ea123c612665a34
40,40.0,40.0,0.0,1462311734,ApeGang #9447,0.79,2021-10-20T17:55:06.961315,,0x081a125805151da19e7cfe95bccdeafaf2e981fa,,0x0c4037b72a0c63340fb530690ea123c612665a34
41,41.0,41.0,0.0,1462299970,ApeGang #6967,0.578,2021-10-20T17:53:37.008442,,0xb0d5442b59a43d461903258a4e5a631226331207,Machooo,0x30b182332c7a6f80e126f44efe32a97c62408167
42,42.0,42.0,0.0,1462238991,ApeGang #7893,0.59,2021-10-20T17:47:01.037570,,0x10c779aafc518c1536a5f171f240f7c1dc80524e,,0x1c4cd2ec662962e3138bf84d38f272c919852d3f
43,43.0,43.0,0.0,1462142131,ApeGang #191,1.15,2021-10-20T17:36:17.302861,,0xe997b6b720043c2fb35fc67a492427018c9a22ce,,0x0c4037b72a0c63340fb530690ea123c612665a34
44,44.0,44.0,0.0,1461911099,ApeGang #4901,0.56,2021-10-20T17:10:52.353811,,0x568cee4a1022efa47e4e3ccdd95bbefb147c0f54,,0x7c6bfc5502eb719137c4c857ebdefbc49451b680
45,45.0,45.0,0.0,1461859214,ApeGang #2667,0.979,2021-10-20T17:05:39.455810,,0x3b9e1e348ff80fe79c18439103c5c53a0febbf43,,0x0c4037b72a0c63340fb530690ea123c612665a34
46,46.0,46.0,0.0,1461807734,ApeGang #4574,0.89,2021-10-20T17:00:33.969812,,0x867a5a7e70457af6c8250820589c4e4b928b1ba9,,0x0c4037b72a0c63340fb530690ea123c612665a34
47,47.0,47.0,0.0,1461635833,ApeGang #2077,0.52,2021-10-20T16:42:47.202679,,0x952924e66af2bf3985c4364a762dc39f083c984b,,0x0c4037b72a0c63340fb530690ea123c612665a34
48,48.0,48.0,0.0,1461217887,ApeGang #9829,0.47,2021-10-20T15:58:21.370135,,0x563c92475a2df07113a3db8d5d47bdff31588116,InfiniNFT,0x5520555f3b9e1fe45eece2ac0c41d11c649c965a
49,49.0,49.0,0.0,1461194708,ApeGang #5112,1.69,2021-10-20T15:55:59.797387,,0x53ed48daaee6c1b28cdb61c581c23f7f9bf6703b,,0x0c4037b72a0c63340fb530690ea123c612665a34
50,50.0,50.0,0.0,1460805357,ApeGang #6467,0.79,2021-10-20T15:15:55.856253,,0xa0ae4dd92390ed846a611ee217e6a12b39cea4f2,blaketime,0x5ccd8ac57fa61cf9af094667625a7c4fbebde75f
51,51.0,51.0,0.0,1460720074,ApeGang #5879,0.66,2021-10-20T15:07:49.453489,,0x724275254e9cc6f9411cfac119bb83939ec3a930,Pmoromalos,0x9b1d147b420cc52713db579a47cde8b2f3cdf6f8
52,52.0,52.0,0.0,1460572247,ApeGang #8289,0.57,2021-10-20T14:54:06.967475,,0xc2f8adc100e0f49c6b5c72e15299e38604e5c9d9,sadcolby,0x3ade3f238451a8595b5205ce5f16370d7bdbc8d5
53,53.0,53.0,0.0,1460536252,ApeGang #8031,1.1,2021-10-20T14:50:49.289026,,0x75547ca68484da4b52dd7a12130fa4e2ca893d89,,0x0c4037b72a0c63340fb530690ea123c612665a34
54,54.0,54.0,0.0,1460536344,ApeGang #7720,1.5,2021-10-20T14:50:49.783972,,0x102dd33ef3c1af8736eddcc30985feb69e099cd8,,0x0c4037b72a0c63340fb530690ea123c612665a34
55,55.0,55.0,0.0,1460344819,ApeGang #8495,1.66,2021-10-20T14:34:25.065647,,0x7ef0e71cfb445eb82e32fa014788531d4fddde4e,CRYPTABE,0xfc55ff1ce47029b40e54506bacb9a2e833754b80
56,56.0,56.0,0.0,1460282604,ApeGang #465,1.125,2021-10-20T14:29:29.369160,,0x5847c07131a602f6ad9f559e361caf0af8290f33,TheDem0n17O7,0x477d42ae07ffd4a8bc6be8adba89fcd28284c457
57,57.0,57.0,0.0,1460085584,ApeGang #3240,0.6,2021-10-20T14:13:55.893289,,0x81d42bf836de633171ce8ae9e669577d6ef01a3a,isml,0xaba37d5d6060fc53d508b5438de888b4730d459c
58,58.0,58.0,0.0,1459720589,ApeGang #8189,0.749,2021-10-20T13:41:55.015963,,0xfbea3ca63191973402a66dc365072f200120e2ef,Howieg9671a,0x66356d266d4b5db229647f6554ae687aa7886c19
59,59.0,59.0,0.0,1459589134,ApeGang #2322,0.79,2021-10-20T13:31:24.637035,,0x5ad689d56be9d4c04286c751c92097993c5f1807,Bobbyboards13,0xdbb04fc0f25b685fbdf939fc0dabde9c03bc8493
60,60.0,60.0,0.0,1459467305,ApeGang #9608,0.9,2021-10-20T13:22:01.550521,,0x1408df1627c48d9c3716c11751bfa308d89710c8,,0x495b1f0a3d437e8eb31c64f8dee4990aa65bcc78
61,61.0,61.0,0.0,1459200747,ApeGang #5183,0.74,2021-10-20T13:01:24.288878,,0x1048fa01899a43821c7ae77fe96af45f19a2646b,TheDem0n17O7,0x477d42ae07ffd4a8bc6be8adba89fcd28284c457
62,62.0,62.0,0.0,1459135981,ApeGang #7199,0.6,2021-10-20T12:56:27.998827,,0x436343bda39c94c1055164f4392e6ee2084d18ca,,0x495b1f0a3d437e8eb31c64f8dee4990aa65bcc78
63,63.0,63.0,0.0,1459128914,ApeGang #9195,0.98,2021-10-20T12:55:54.938797,,0x82b6643ce8cd0ab6664c44215039a3fe4c1660e5,,0x0c4037b72a0c63340fb530690ea123c612665a34
64,64.0,64.0,0.0,1458946661,ApeGang #6549,0.599,2021-10-20T12:42:10.934261,,0x4fcf1faa1e54763b196dd33c2bc58c060e9e2dba,InfiniNFT,0x5520555f3b9e1fe45eece2ac0c41d11c649c965a
65,65.0,65.0,0.0,1458905535,ApeGang #8325,1.3,2021-10-20T12:38:58.949898,,0x5c9db4852909298f5f76564603583a0218d80e58,,0x0c4037b72a0c63340fb530690ea123c612665a34
66,66.0,66.0,0.0,1458905506,ApeGang #4149,1.0,2021-10-20T12:38:58.832787,,0xe7f1337132dd8fdd8888f9f7c478c87e3e63d1ed,,0x0c4037b72a0c63340fb530690ea123c612665a34
67,67.0,67.0,0.0,1458894877,ApeGang #4689,0.95,2021-10-20T12:38:04.993959,,0x81c6d0e938e9dddc54ccaf28e64fc559670d6307,,0x0c4037b72a0c63340fb530690ea123c612665a34
68,68.0,68.0,0.0,1458706295,ApeGang #3596,0.95,2021-10-20T12:22:38.011909,,0x66356d266d4b5db229647f6554ae687aa7886c19,,0x0c4037b72a0c63340fb530690ea123c612665a34
69,69.0,69.0,0.0,1457123116,ApeGang #5600,0.9,2021-10-20T10:09:12.832642,,0x436343bda39c94c1055164f4392e6ee2084d18ca,,0x0c4037b72a0c63340fb530690ea123c612665a34
70,70.0,70.0,0.0,1457036186,ApeGang #7692,0.9,2021-10-20T10:02:05.064079,,0x8924ac1196e2ae89603925b6e001dd14e3f7fdff,Sinne-,0x0de6dabebf9571b186f882961a68c69539baccce
71,71.0,71.0,0.0,1456341465,ApeGang #6699,0.75,2021-10-20T09:03:48.617539,,0x8177598e08ee8199c160a48c7a0af31ab54bb59f,Daniel_HG22,0xa12b26fbcbe0a898b1c380e3cdaa29b5af777645
72,72.0,72.0,0.0,1456296654,ApeGang #4861,0.59,2021-10-20T09:00:06.790205,,0xf2576476eb44d8b3b2084480271481ae7e2f0763,,0xd9cd1f76028f3834015e11d5cd3e2c9e3e4184e8
73,73.0,73.0,0.0,1455192882,ApeGang #5655,0.6,2021-10-20T07:27:20.256434,,0x2ff26ab81409823b9deabac115f8f7ae88c6ef9d,FearsomePlace,0xc4c99964fceb117486d0f2fdcf50b291967da328
74,74.0,74.0,0.0,1455086885,ApeGang #1829,0.69,2021-10-20T07:16:58.378685,,0x15dff6d27e56e5e63991ba4f42f3d0fc3ecf1994,dopeadult,0x695e63e22170f10bc46a29722b724d60ae4c0b76
75,75.0,75.0,0.0,1453716201,ApeGang #8196,0.619,2021-10-20T05:04:18.681137,,0xa81f37a19916d10c438a0af5dd75bf516d5e94d7,FJP80,0x4282150306e6beaced96131fd1f029c56b76d69e
76,76.0,76.0,0.0,1453661738,ApeGang #354,0.7,2021-10-20T04:58:56.119681,,0x436343bda39c94c1055164f4392e6ee2084d18ca,ronnie13,0xdbfe29c794af54a68f881399ffcfee2779a83414
77,77.0,77.0,0.0,1453493512,ApeGang #3849,0.75,2021-10-20T04:41:33.300208,,0x1aa49a5113383e8b8f9204f2b29388ea187f5162,,0x0c4037b72a0c63340fb530690ea123c612665a34
78,78.0,78.0,0.0,1453306184,ApeGang #1640,0.6,2021-10-20T04:22:00.972347,,0x79acbf17da6520d923673a285955bbbc468dd609,,0x0c4037b72a0c63340fb530690ea123c612665a34
79,79.0,79.0,0.0,1453252790,ApeGang #4681,0.65,2021-10-20T04:16:26.834160,,0x0445984f2c317c028e46db92bcd6b3883897cb14,,0x0c4037b72a0c63340fb530690ea123c612665a34
80,80.0,80.0,0.0,1453083430,ApeGang #4696,0.55,2021-10-20T03:59:24.615835,,0xa762b49db28a61d28af942fe7627a1910e9ad6a5,,0x8b18eb35301509dc6fcd74c7015a0c28454fafa5
81,81.0,81.0,0.0,1452975213,ApeGang #6712,0.5,2021-10-20T03:48:08.007387,,0xa3818bc0ab0fc8273f308ba2793e49e10aa1f756,0xihcan,0xf195c638f5875b8c3e48d0d5850341491ea2e649
82,82.0,82.0,0.0,1452805248,ApeGang #9705,0.94,2021-10-20T03:31:08.554024,,0x081a125805151da19e7cfe95bccdeafaf2e981fa,,0x0c4037b72a0c63340fb530690ea123c612665a34
83,83.0,83.0,0.0,1452706741,ApeGang #4709,1.2,2021-10-20T03:23:04.151210,,0x0de6dabebf9571b186f882961a68c69539baccce,lnclngsft,0xab1082a6fd363702c886d85ea3cc7517553e93ec
84,84.0,84.0,0.0,1452243966,ApeGang #5376,0.65,2021-10-20T02:42:43.716098,,0xb52fe458391a39833261cbc06e60946bea5fdc65,,0x0c4037b72a0c63340fb530690ea123c612665a34
85,85.0,85.0,0.0,1452025728,ApeGang #9287,0.8,2021-10-20T02:23:15.203524,,0x8c70b86255b659180f4fa4349392437422346296,,0x0c4037b72a0c63340fb530690ea123c612665a34
86,86.0,86.0,0.0,1451920987,ApeGang #2037,0.98,2021-10-20T02:13:35.080323,,0x3ade3f238451a8595b5205ce5f16370d7bdbc8d5,APSM24,0x17ce07ec232c7ac53eddf529535c1dcca2402624
87,87.0,87.0,0.0,1451790547,ApeGang #8348,0.5,2021-10-20T02:01:37.081009,,0x1bcc65dd48136579594efd19460ac8a8cabfd235,Teekae,0x394ca67300bf372d76baae2423ca5801ebe8ed18
88,88.0,88.0,0.0,1451283276,ApeGang #7169,0.73,2021-10-20T01:15:36.212267,,0x9c68c96a70237f1396b5e8270a0774c7f13de4c8,kasmatique,0xa46d3b25b3960199dfe622373fb425776cf452cc
89,89.0,89.0,0.0,1451312716,ApeGang #1895,0.53,2021-10-20T01:18:19.956306,,0xa35f7e7c5c236954a065857a690dec86133c95ea,,0x0c4037b72a0c63340fb530690ea123c612665a34
90,90.0,90.0,0.0,1450833428,ApeGang #8636,0.479,2021-10-20T00:35:21.525177,,0x0bc2dab96f47dac7c58db9469402cf3c7775a537,1point,0x75d52998a12a865c6b7bb823a2f124f3ec3593a5
91,91.0,91.0,0.0,1450795517,ApeGang #490,1.0,2021-10-20T00:31:50.633301,,0xe533d541006225af15f526ce70c327bd392f3a5f,Mashdashhood,0x1ee719b7cc6e0a8f8180c41ef1b3acd336bbb9ce
92,92.0,92.0,0.0,1450794969,ApeGang #9713,0.6402,2021-10-20T00:31:48.006738,,0x56476c5fedbf189051460d6a96d9fd9147ae001c,,0x0c4037b72a0c63340fb530690ea123c612665a34
93,93.0,93.0,0.0,1450659887,ApeGang #7312,0.49,2021-10-20T00:19:12.454252,,0x23dbd6b536da08b94e28aae45b5df15bb00b864e,ashchet,0x6260d0011bd73d6ec7d7411edbb2c170e54ef3aa
94,94.0,94.0,0.0,1450609300,ApeGang #6636,0.52,2021-10-20T00:14:05.685722,,0x0138d20829ca2e0c0c88d75ac73fb4854862c3a6,jsh7r,0x71b6da667a3de90e0c2bb27e624f3b8cb9801d86
95,95.0,95.0,0.0,1450427721,ApeGang #8028,0.99,2021-10-19T23:57:34.912932,,0x8a6ef81a117db5ba16851b6e8a7dcc7ac4f73565,,0x0c4037b72a0c63340fb530690ea123c612665a34
96,96.0,96.0,0.0,1450332534,ApeGang #6518,1.29,2021-10-19T23:48:30.903114,,0x95df515077b7bfe200dc3f9c541f9563e19aa3af,,0x9a1b894e84f39ab00af7f5f2b34d82d7a601ea53
97,97.0,97.0,0.0,1450247905,ApeGang #2948,0.62,2021-10-19T23:40:27.328818,,0xb3176c026d89927a9b0b094f9a86348da8822971,,0x0c4037b72a0c63340fb530690ea123c612665a34
98,98.0,98.0,0.0,1450169913,ApeGang #8722,0.529,2021-10-19T23:32:47.220672,,0x69d02d0f1986a5ee01b6bfefa569b3c8d08ddf77,,0x9941cd6d96af1c02ce1aea1d10fd92849aa928df
99,99.0,99.0,0.0,1449984278,ApeGang #7410,0.6,2021-10-19T23:14:33.693478,,0x41332e61bedddc9c23f463ef5da4ca9125f6af3f,p269_DNN,0xe9200595c0e6d5d2003459c548d8f0cc022ec6f2
100,100.0,100.0,0.0,1449955766,ApeGang #3539,1.0055,2021-10-19T23:11:48.117136,,0x739bf0955a132257f7d6e4d1980a6e2561ccf7b6,E3F0E1,0x9766e36e4ab2970b1d1684be06c47eb6503ce1bb
101,101.0,101.0,0.0,1449854703,ApeGang #1693,0.6,2021-10-19T23:01:34.600132,,0x012206736aa3e892f33049da4e76de9b15de9d25,ZachMac,0xbe7b628f7add201c1827e283ad963d554d38b54e
102,102.0,102.0,0.0,1449675411,ApeGang #8483,0.6,2021-10-19T22:43:36.789543,,0x00cc46b6f0226a5cfa094755ea5b42db71409fb9,therealwhitewhale,0x4febbe50c41be2196f3ac2b054e8359f7845a93e
103,103.0,103.0,0.0,1449381672,ApeGang #2128,0.6,2021-10-19T22:14:20.250741,,0xf2576476eb44d8b3b2084480271481ae7e2f0763,KingLui,0x22085ddf122bbe0c74bf8822a8b0034b34e7b00c
104,104.0,104.0,0.0,1449381232,ApeGang #8963,1.111,2021-10-19T22:14:18.008145,,0xb60ffa12b89421b04fad364ec899fec2cdf271f8,,0x0c4037b72a0c63340fb530690ea123c612665a34
105,105.0,105.0,0.0,1449381301,ApeGang #2064,0.87246,2021-10-19T22:14:18.459221,,0x22085ddf122bbe0c74bf8822a8b0034b34e7b00c,upcomingnft_net,0x54753af1304e440e238ea32258fff052c130d4db
106,106.0,106.0,0.0,1449379103,ApeGang #906,0.598,2021-10-19T22:14:06.779528,,0xd24517f8c4c5f8cd34356d2b4bdbe6999714bba4,dripyy33,0xa37fcada1562f8b12063fbd3e04bee36570d9727
107,107.0,107.0,0.0,1449369212,ApeGang #9933,0.49,2021-10-19T22:13:07.854792,,0x41f9a6c192ebffcf514b8266048e2b68c72e26a5,0xunamed_,0x14f5ea3619fb4970acafeada0f04dfc0937ccf58
108,108.0,108.0,0.0,1449301189,ApeGang #9155,0.7,2021-10-19T22:06:48.170483,,0x00cc46b6f0226a5cfa094755ea5b42db71409fb9,DouroArtClub,0xdb4d47e1cb2c82892f798368d80cc3c9d4124b8d
109,109.0,109.0,0.0,1448488051,ApeGang #870,0.87246,2021-10-19T20:48:12.179113,,0x69d02d0f1986a5ee01b6bfefa569b3c8d08ddf77,upcomingnft_net,0x54753af1304e440e238ea32258fff052c130d4db
110,110.0,110.0,0.0,1447880412,ApeGang #3957,0.69,2021-10-19T19:55:51.494504,,0x69d02d0f1986a5ee01b6bfefa569b3c8d08ddf77,,0x02d47dc11a07bb321825e86fbb203bd0133a4bca
111,111.0,111.0,0.0,1447123516,ApeGang #3771,0.65,2021-10-19T18:49:21.482290,,0xa66d56b5214b7f6f52e2ade1b7c2c7d530292155,SolidTea,0x3051e3a779bc4b4dbe9724fe5414875e3dc286ed
112,112.0,112.0,0.0,1447105565,ApeGang #2303,0.75,2021-10-19T18:47:41.477557,,0x9505755dba47e1d9d61e89db4cb322459979c42d,HasaNFT_,0x3f3d869f87694605341a7a84bb469eab4dfe247b
113,113.0,113.0,0.0,1447013334,ApeGang #4365,0.62,2021-10-19T18:38:47.856232,,0x91338ccfb8c0adb7756034a82008531d7713009d,theborklar,0xfdcf2e28941e797217d113c47deb6227ada337dd
114,114.0,114.0,0.0,1446952543,ApeGang #9447,0.589,2021-10-19T18:33:35.662126,,0x54d867a2707db87f751bb8f5c8c966eac692bccb,Ox32213,0x081a125805151da19e7cfe95bccdeafaf2e981fa
115,115.0,115.0,0.0,1446887857,ApeGang #2294,0.63,2021-10-19T18:28:00.346545,,0xd9d75d9e4d6d5795e24f952b0ddd5980f539765e,Howieg9671a,0x66356d266d4b5db229647f6554ae687aa7886c19
116,116.0,116.0,0.0,1446718822,ApeGang #9713,0.3851,2021-10-19T18:14:15.764120,,0x685f669bd66e2e42c19de9bfe7ca0f6e3ebcc9fa,,0x56476c5fedbf189051460d6a96d9fd9147ae001c
117,117.0,117.0,0.0,1446646361,ApeGang #8445,0.0,2021-10-19T18:08:07.910530,,0x4f3553aa0789cbfffa469758284190cd072163bc,NFTsmakemoney,0x4a7f464ab0372a3d4bdee37e1f138b62c9da380f
118,118.0,118.0,0.0,1446628749,ApeGang #3446,0.6,2021-10-19T18:06:44.724480,,0x79acbf17da6520d923673a285955bbbc468dd609,,0x0c4037b72a0c63340fb530690ea123c612665a34
119,119.0,119.0,0.0,1445632077,ApeGang #4758,0.65,2021-10-19T16:43:25.763588,,0xa81f37a19916d10c438a0af5dd75bf516d5e94d7,,0x53ed48daaee6c1b28cdb61c581c23f7f9bf6703b
120,120.0,120.0,0.0,1445620692,ApeGang #9871,0.9,2021-10-19T16:42:32.792094,,0xee5280e9eb7b9d33ca03332db7382b24f4a2d009,,0x0c4037b72a0c63340fb530690ea123c612665a34
121,121.0,121.0,0.0,1445010747,ApeGang #8544,0.61,2021-10-19T15:52:34.509582,,0x341bea7c87d79608c11a64a371b032e3d6dc78ed,Decentraphile,0x0952b8fd87363dbbb5eff36ae64c61ff76aa4c02
122,122.0,122.0,0.0,1444809366,ApeGang #5261,0.79,2021-10-19T15:36:03.686102,,0x69d02d0f1986a5ee01b6bfefa569b3c8d08ddf77,FABBA,0xfe4093c458369568a8938a6cc4d33d9956fa1c35
123,123.0,123.0,0.0,1444285534,ApeGang #9466,0.63,2021-10-19T14:52:19.330841,,0x1680a8bd0feb80dd3d9d7e65dbf3e521d38ef598,hlc_nft,0x80b9f5e1bc18cb1336bccce034e7477312192f91
124,124.0,124.0,0.0,1444273374,ApeGang #6307,0.62,2021-10-19T14:51:16.458177,,0x91338ccfb8c0adb7756034a82008531d7713009d,stevo123,0x7d5a5de1791ef65e8e7a9020c739b54909f2d574
